episode,gravity,time,reward,action,position,speed,next_position,next_speed,state,next_state
1,1,17.08,-164,0,-0.637409932,-0.013030554,-0.650603391,-0.013193459,96,81
1,1,17.08,-164,0,-0.650603391,-0.013193459,-0.663867195,-0.013263804,81,81
1,1,17.08,-164,0,-0.663867195,-0.013263804,-0.67710976,-0.013242565,81,81
1,1,17.08,-164,0,-0.67710976,-0.013242565,-0.690241262,-0.013131501,81,81
1,1,17.08,-164,0,-0.690241262,-0.013131501,-0.703174358,-0.012933097,81,81
1,1,17.08,-164,0,-0.703174358,-0.012933097,-0.715824846,-0.012650488,81,81
1,1,17.08,-164,0,-0.715824846,-0.012650488,-0.728112228,-0.012287382,81,81
1,1,17.08,-164,0,-0.728112228,-0.012287382,-0.739960195,-0.011847968,81,81
1,1,17.08,-164,0,-0.739960195,-0.011847968,-0.75129702,-0.011336825,81,66
1,1,17.08,-164,0,-0.75129702,-0.011336825,-0.762055854,-0.010758834,66,66
1,1,17.08,-164,0,-0.762055854,-0.010758834,-0.772174943,-0.01011909,66,66
1,1,17.08,-164,0,-0.772174943,-0.01011909,-0.781597765,-0.009422822,66,66
1,1,17.08,-164,0,-0.781597765,-0.009422822,-0.790273089,-0.008675324,66,66
1,1,17.08,-164,0,-0.790273089,-0.008675324,-0.798154982,-0.007881894,66,66
1,1,17.08,-164,0,-0.798154982,-0.007881894,-0.805202767,-0.007047784,66,66
1,1,17.08,-164,0,-0.805202767,-0.007047784,-0.811380935,-0.006178169,66,66
1,1,17.08,-164,0,-0.811380935,-0.006178169,-0.81665905,-0.005278114,66,66
1,1,17.08,-164,1,-0.81665905,-0.005278114,-0.820011622,-0.003352573,66,67
1,1,17.08,-164,1,-0.820011622,-0.003352573,-0.821422714,-0.001411092,67,67
1,1,17.08,-164,1,-0.821422714,-0.001411092,-0.820885676,0.000537039,67,67
1,1,17.08,-164,1,-0.820885676,0.000537039,-0.818403033,0.002482642,67,67
1,1,17.08,-164,1,-0.818403033,0.002482642,-0.813986534,0.0044165,67,67
1,1,17.08,-164,2,-0.813986534,0.0044165,-0.806657337,0.007329196,67,68
1,1,17.08,-164,2,-0.806657337,0.007329196,-0.796451301,0.010206036,68,68
1,1,17.08,-164,2,-0.796451301,0.010206036,-0.783419862,0.013031439,68,68
1,1,17.08,-164,2,-0.783419862,0.013031439,-0.767631178,0.015788683,68,69
1,1,17.08,-164,2,-0.767631178,0.015788683,-0.749171418,0.018459761,69,84
1,1,17.08,-164,2,-0.749171418,0.018459761,-0.728146063,0.021025355,84,84
1,1,17.08,-164,2,-0.728146063,0.021025355,-0.704681086,0.023464977,84,84
1,1,17.08,-164,2,-0.704681086,0.023464977,-0.678923814,0.025757272,84,85
1,1,17.08,-164,2,-0.678923814,0.025757272,-0.651043307,0.027880507,85,85
1,1,17.08,-164,2,-0.651043307,0.027880507,-0.621230083,0.029813224,85,100
1,1,17.08,-164,2,-0.621230083,0.029813224,-0.589695049,0.031535034,100,100
1,1,17.08,-164,2,-0.589695049,0.031535034,-0.556667535,0.033027514,100,100
1,1,17.08,-164,2,-0.556667535,0.033027514,-0.522392412,0.034275123,100,115
1,1,17.08,-164,2,-0.522392412,0.034275123,-0.487126336,0.035266075,115,116
1,1,17.08,-164,2,-0.487126336,0.035266075,-0.451133259,0.035993078,116,116
1,1,17.08,-164,2,-0.451133259,0.035993078,-0.414679401,0.036453857,116,131
1,1,17.08,-164,2,-0.414679401,0.036453857,-0.37802798,0.036651421,131,131
1,1,17.08,-164,2,-0.37802798,0.036651421,-0.341433966,0.036594014,131,146
1,1,17.08,-164,2,-0.341433966,0.036594014,-0.30513919,0.036294776,146,146
1,1,17.08,-164,2,-0.30513919,0.036294776,-0.269368063,0.035771127,146,146
1,1,17.08,-164,2,-0.269368063,0.035771127,-0.234324112,0.035043951,146,161
1,1,17.08,-164,2,-0.234324112,0.035043951,-0.200187471,0.034136641,161,160
1,1,17.08,-164,2,-0.200187471,0.034136641,-0.167113374,0.033074096,160,160
1,1,17.08,-164,2,-0.167113374,0.033074096,-0.135231626,0.031881748,160,175
1,1,17.08,-164,2,-0.135231626,0.031881748,-0.104646949,0.030584677,175,175
1,1,17.08,-164,2,-0.104646949,0.030584677,-0.075440081,0.029206867,175,175
1,1,17.08,-164,2,-0.075440081,0.029206867,-0.047669461,0.027770621,175,190
1,1,17.08,-164,2,-0.047669461,0.027770621,-0.02137332,0.026296141,190,190
1,1,17.08,-164,2,-0.02137332,0.026296141,0.003427959,0.024801279,190,189
1,1,17.08,-164,2,0.003427959,0.024801279,0.02672937,0.023301411,189,189
1,1,17.08,-164,2,0.02672937,0.023301411,0.048538814,0.021809444,189,189
1,1,17.08,-164,2,0.048538814,0.021809444,0.068874717,0.020335903,189,204
1,1,17.08,-164,2,0.068874717,0.020335903,0.087763797,0.01888908,204,204
1,1,17.08,-164,2,0.087763797,0.01888908,0.10523903,0.017475233,204,204
1,1,17.08,-164,2,0.10523903,0.017475233,0.121337829,0.016098799,204,204
1,1,17.08,-164,2,0.121337829,0.016098799,0.136100439,0.01476261,204,203
1,1,17.08,-164,2,0.136100439,0.01476261,0.149568557,0.013468118,203,203
1,1,17.08,-164,2,0.149568557,0.013468118,0.161784152,0.012215595,203,218
1,1,17.08,-164,2,0.161784152,0.012215595,0.172788471,0.011004319,218,218
1,1,17.08,-164,2,0.172788471,0.011004319,0.182621214,0.009832743,218,218
1,1,17.08,-164,2,0.182621214,0.009832743,0.191319859,0.008698645,218,218
1,1,17.08,-164,2,0.191319859,0.008698645,0.19891911,0.007599251,218,218
1,1,17.08,-164,2,0.19891911,0.007599251,0.205450456,0.006531345,218,218
1,1,17.08,-164,1,0.205450456,0.006531345,0.209941818,0.004491363,218,217
1,1,17.08,-164,1,0.209941818,0.004491363,0.212412855,0.002471037,217,217
1,1,17.08,-164,1,0.212412855,0.002471037,0.212874538,0.000461682,217,217
1,1,17.08,-164,1,0.212874538,0.000461682,0.211328928,-0.00154561,217,217
1,1,17.08,-164,1,0.211328928,-0.00154561,0.207769137,-0.003559791,217,217
1,1,17.08,-164,1,0.207769137,-0.003559791,0.202179466,-0.005589671,217,216
1,1,17.08,-164,0,0.202179466,-0.005589671,0.193535729,-0.008643737,216,216
1,1,17.08,-164,0,0.193535729,-0.008643737,0.181801668,-0.011734061,216,216
1,1,17.08,-164,0,0.181801668,-0.011734061,0.166930313,-0.014871354,216,216
1,1,17.08,-164,0,0.166930313,-0.014871354,0.148865951,-0.018064362,216,200
1,1,17.08,-164,0,0.148865951,-0.018064362,0.127546785,-0.021319166,200,200
1,1,17.08,-164,0,0.127546785,-0.021319166,0.102908414,-0.024638371,200,200
1,1,17.08,-164,0,0.102908414,-0.024638371,0.074888238,-0.028020176,200,199
1,1,17.08,-164,0,0.074888238,-0.028020176,0.04343089,-0.031457348,199,184
1,1,17.08,-164,0,0.04343089,-0.031457348,0.008494733,-0.034936157,184,184
1,1,17.08,-164,0,0.008494733,-0.034936157,-0.029940613,-0.038435346,184,183
1,1,17.08,-164,0,-0.029940613,-0.038435346,-0.07186588,-0.041925268,183,168
1,1,17.08,-164,0,-0.07186588,-0.041925268,-0.11723327,-0.045367389,168,167
1,1,17.08,-164,0,-0.11723327,-0.045367389,-0.16594763,-0.048714361,167,152
1,1,17.08,-164,0,-0.16594763,-0.048714361,-0.217858528,-0.051910897,152,152
1,1,17.08,-164,0,-0.217858528,-0.051910897,-0.272754212,-0.054895684,152,137
1,1,17.08,-164,0,-0.272754212,-0.054895684,-0.330358622,-0.05760441,137,136
1,1,17.08,-164,0,-0.330358622,-0.05760441,-0.390332508,-0.059973886,136,121
1,1,17.08,-164,0,-0.390332508,-0.059973886,-0.452279476,-0.061946968,121,106
1,1,17.08,-164,0,-0.452279476,-0.061946968,-0.515757268,-0.063477791,106,106
1,1,17.08,-164,0,-0.515757268,-0.063477791,-0.580293865,-0.064536597,106,91
1,1,17.08,-164,0,-0.580293865,-0.064536597,-0.645407296,-0.065113431,91,90
1,1,17.08,-164,0,-0.645407296,-0.065113431,-0.71062736,-0.065220064,90,75
1,1,17.08,-164,0,-0.71062736,-0.065220064,-0.77551716,-0.0648898,75,61
1,1,17.08,-164,0,-0.77551716,-0.0648898,-0.839692363,-0.064175204,61,61
1,1,17.08,-164,0,-0.839692363,-0.064175204,-0.902836531,-0.063144168,61,46
1,1,17.08,-164,1,-0.902836531,-0.063144168,-0.963711509,-0.060874978,46,31
1,1,17.08,-164,1,-0.963711509,-0.060874978,-1.022164489,-0.05845298,31,31
1,1,17.08,-164,1,-1.022164489,-0.05845298,-1.078124516,-0.055960027,31,16
1,1,17.08,-164,2,-1.078124516,-0.055960027,-1.130595295,-0.052470779,16,17
1,1,17.08,-164,2,-1.130595295,-0.052470779,-1.179643913,-0.049048618,17,2
1,1,17.08,-164,2,-1.179643913,-0.049048618,-1.2,0,2,7
1,1,17.08,-164,2,-1.2,0,-1.196758104,0.003241896,7,7
1,1,17.08,-164,2,-1.196758104,0.003241896,-1.190263659,0.006494445,7,8
1,1,17.08,-164,2,-1.190263659,0.006494445,-1.180495964,0.009767695,8,8
1,1,17.08,-164,2,-1.180495964,0.009767695,-1.167425515,0.013070449,8,8
1,1,17.08,-164,2,-1.167425515,0.013070449,-1.151015927,0.016409588,8,9
1,1,17.08,-164,2,-1.151015927,0.016409588,-1.131226617,0.01978931,9,24
1,1,17.08,-164,2,-1.131226617,0.01978931,-1.108016322,0.023210295,24,24
1,1,17.08,-164,2,-1.108016322,0.023210295,-1.081347525,0.026668797,24,25
1,1,17.08,-164,2,-1.081347525,0.026668797,-1.051191836,0.030155689,25,25
1,1,17.08,-164,2,-1.051191836,0.030155689,-1.017536327,0.033655509,25,40
1,1,17.08,-164,2,-1.017536327,0.033655509,-0.980390709,0.037145618,40,41
1,1,17.08,-164,2,-0.980390709,0.037145618,-0.939795134,0.040595575,41,56
1,1,17.08,-164,2,-0.939795134,0.040595575,-0.895828211,0.043966922,56,56
1,1,17.08,-164,2,-0.895828211,0.043966922,-0.848614657,0.047213554,56,72
1,1,17.08,-164,2,-0.848614657,0.047213554,-0.798331782,0.050282876,72,72
1,1,17.08,-164,2,-0.798331782,0.050282876,-0.745213896,0.053117886,72,87
1,1,17.08,-164,2,-0.745213896,0.053117886,-0.689553667,0.055660229,87,88
1,1,17.08,-164,2,-0.689553667,0.055660229,-0.631699561,0.057854106,88,103
1,1,17.08,-164,2,-0.631699561,0.057854106,-0.572048837,0.059650725,103,103
1,1,17.08,-164,2,-0.572048837,0.059650725,-0.511036015,0.061012822,103,118
1,1,17.08,-164,2,-0.511036015,0.061012822,-0.449117391,0.061918623,118,133
1,1,17.08,-164,2,-0.449117391,0.061918623,-0.386752741,0.06236465,133,133
1,1,17.08,-164,2,-0.386752741,0.06236465,-0.324385849,0.062366893,133,148
1,1,17.08,-164,2,-0.324385849,0.062366893,-0.262425686,0.061960163,148,148
1,1,17.08,-164,2,-0.262425686,0.061960163,-0.201229966,0.06119572,148,163
1,1,17.08,-164,2,-0.201229966,0.06119572,-0.141092362,0.060137604,163,178
1,1,17.08,-164,2,-0.141092362,0.060137604,-0.082234127,0.058858234,178,178
1,1,17.08,-164,2,-0.082234127,0.058858234,-0.0248002,0.057433927,178,193
1,1,17.08,-164,2,-0.0248002,0.057433927,0.031140643,0.055940843,193,193
1,1,17.08,-164,2,0.031140643,0.055940843,0.085592388,0.054451745,193,207
1,1,17.08,-164,2,0.085592388,0.054451745,0.138626099,0.053033711,207,207
1,1,17.08,-164,2,0.138626099,0.053033711,0.190372905,0.051746806,207,222
1,1,17.08,-164,2,0.190372905,0.051746806,0.241016469,0.050643565,222,222
1,1,17.08,-164,2,0.241016469,0.050643565,0.290785555,0.049769086,222,237
1,1,17.08,-164,2,0.290785555,0.049769086,0.339947082,0.049161527,237,237
1,1,17.08,-164,2,0.339947082,0.049161527,0.388799856,0.048852774,237,252
1,1,17.08,-164,2,0.388799856,0.048852774,0.43766897,0.048869113,252,252
1,1,17.08,-164,2,0.43766897,0.048869113,0.486900724,0.049231754,252,267
1,1,17.08,-164,1,0.486900724,0.049231754,0.535857798,0.048957075,267,267
2,1,12.06,-116,1,-0.5,0,-0.500176843,-0.000176843,112,112
2,1,12.06,-116,1,-0.500176843,-0.000176843,-0.500529206,-0.000352363,112,112
2,1,12.06,-116,1,-0.500529206,-0.000352363,-0.501054453,-0.000525247,112,112
2,1,12.06,-116,1,-0.501054453,-0.000525247,-0.501748653,-0.0006942,112,112
2,1,12.06,-116,2,-0.501748653,-0.0006942,-0.501606612,0.000142041,112,112
2,1,12.06,-116,2,-0.501606612,0.000142041,-0.500629392,0.00097722,112,112
2,1,12.06,-116,2,-0.500629392,0.00097722,-0.498824307,0.001805086,112,112
2,1,12.06,-116,2,-0.498824307,0.001805086,-0.496204858,0.002619448,112,112
2,1,12.06,-116,2,-0.496204858,0.002619448,-0.492790634,0.003414225,112,112
2,1,12.06,-116,2,-0.492790634,0.003414225,-0.488607141,0.004183493,112,112
2,1,12.06,-116,2,-0.488607141,0.004183493,-0.483685604,0.004921537,112,112
2,1,12.06,-116,2,-0.483685604,0.004921537,-0.478062701,0.005622903,112,113
2,1,12.06,-116,2,-0.478062701,0.005622903,-0.471780257,0.006282444,113,113
2,1,12.06,-116,2,-0.471780257,0.006282444,-0.464884889,0.006895368,113,113
2,1,12.06,-116,2,-0.464884889,0.006895368,-0.457427601,0.007457288,113,113
2,1,12.06,-116,2,-0.457427601,0.007457288,-0.449463344,0.007964257,113,128
2,1,12.06,-116,2,-0.449463344,0.007964257,-0.44105053,0.008412814,128,128
2,1,12.06,-116,2,-0.44105053,0.008412814,-0.432250519,0.008800011,128,128
2,1,12.06,-116,2,-0.432250519,0.008800011,-0.423127077,0.009123442,128,128
2,1,12.06,-116,2,-0.423127077,0.009123442,-0.413745815,0.009381263,128,128
2,1,12.06,-116,2,-0.413745815,0.009381263,-0.404173616,0.009572198,128,128
2,1,12.06,-116,2,-0.404173616,0.009572198,-0.394478067,0.009695549,128,128
2,1,12.06,-116,2,-0.394478067,0.009695549,-0.384726887,0.009751181,128,128
2,1,12.06,-116,2,-0.384726887,0.009751181,-0.374987376,0.009739511,128,128
2,1,12.06,-116,2,-0.374987376,0.009739511,-0.365325891,0.009661484,128,128
2,1,12.06,-116,2,-0.365325891,0.009661484,-0.35580735,0.009518541,128,128
2,1,12.06,-116,2,-0.35580735,0.009518541,-0.346494769,0.009312581,128,143
2,1,12.06,-116,2,-0.346494769,0.009312581,-0.33744885,0.009045919,143,143
2,1,12.06,-116,2,-0.33744885,0.009045919,-0.328727611,0.008721239,143,143
2,1,12.06,-116,2,-0.328727611,0.008721239,-0.320386065,0.008341546,143,143
2,1,12.06,-116,2,-0.320386065,0.008341546,-0.312475946,0.007910119,143,143
2,1,12.06,-116,2,-0.312475946,0.007910119,-0.305045486,0.007430461,143,143
2,1,12.06,-116,2,-0.305045486,0.007430461,-0.298139231,0.006906255,143,143
2,1,12.06,-116,2,-0.298139231,0.006906255,-0.291797909,0.006341322,143,143
2,1,12.06,-116,2,-0.291797909,0.006341322,-0.286058323,0.005739586,143,143
2,1,12.06,-116,2,-0.286058323,0.005739586,-0.280953286,0.005105037,143,143
2,1,12.06,-116,2,-0.280953286,0.005105037,-0.276511576,0.004441711,143,142
2,1,12.06,-116,2,-0.276511576,0.004441711,-0.272757913,0.003753663,142,142
2,1,12.06,-116,1,-0.272757913,0.003753663,-0.270712955,0.002044957,142,142
2,1,12.06,-116,0,-0.270712955,0.002044957,-0.271387867,-0.000674912,142,142
2,1,12.06,-116,0,-0.271387867,-0.000674912,-0.274778972,-0.003391104,142,142
2,1,12.06,-116,0,-0.274778972,-0.003391104,-0.280867685,-0.006088714,142,141
2,1,12.06,-116,0,-0.280867685,-0.006088714,-0.289620205,-0.008752519,141,141
2,1,12.06,-116,0,-0.289620205,-0.008752519,-0.300986967,-0.011366762,141,141
2,1,12.06,-116,0,-0.300986967,-0.011366762,-0.314901948,-0.013914982,141,141
2,1,12.06,-116,0,-0.314901948,-0.013914982,-0.331281883,-0.016379935,141,140
2,1,12.06,-116,0,-0.331281883,-0.016379935,-0.350025494,-0.018743612,140,125
2,1,12.06,-116,0,-0.350025494,-0.018743612,-0.371012868,-0.020987373,125,125
2,1,12.06,-116,0,-0.371012868,-0.020987373,-0.394105086,-0.023092218,125,125
2,1,12.06,-116,0,-0.394105086,-0.023092218,-0.419144261,-0.025039176,125,124
2,1,12.06,-116,0,-0.419144261,-0.025039176,-0.445954087,-0.026809826,124,124
2,1,12.06,-116,0,-0.445954087,-0.026809826,-0.474340997,-0.028386909,124,109
2,1,12.06,-116,0,-0.474340997,-0.028386909,-0.504095996,-0.029755,109,109
2,1,12.06,-116,0,-0.504095996,-0.029755,-0.534997183,-0.030901187,109,109
2,1,12.06,-116,0,-0.534997183,-0.030901187,-0.566812899,-0.031815716,109,94
2,1,12.06,-116,0,-0.566812899,-0.031815716,-0.599305415,-0.032492517,94,94
2,1,12.06,-116,0,-0.599305415,-0.032492517,-0.632235001,-0.032929586,94,94
2,1,12.06,-116,0,-0.632235001,-0.032929586,-0.665364163,-0.033129161,94,79
2,1,12.06,-116,0,-0.665364163,-0.033129161,-0.698461848,-0.033097685,79,79
2,1,12.06,-116,0,-0.698461848,-0.033097685,-0.731307389,-0.032845541,79,79
2,1,12.06,-116,0,-0.731307389,-0.032845541,-0.763693989,-0.0323866,79,64
2,1,12.06,-116,0,-0.763693989,-0.0323866,-0.795431591,-0.031737602,64,64
2,1,12.06,-116,0,-0.795431591,-0.031737602,-0.826349025,-0.030917433,64,64
2,1,12.06,-116,0,-0.826349025,-0.030917433,-0.856295386,-0.029946361,64,49
2,1,12.06,-116,0,-0.856295386,-0.029946361,-0.885140653,-0.028845268,49,49
2,1,12.06,-116,0,-0.885140653,-0.028845268,-0.9127756,-0.027634946,49,49
2,1,12.06,-116,0,-0.9127756,-0.027634946,-0.939111085,-0.026335485,49,49
2,1,12.06,-116,1,-0.939111085,-0.026335485,-0.963076853,-0.023965768,49,35
2,1,12.06,-116,1,-0.963076853,-0.023965768,-0.984621808,-0.021544955,35,35
2,1,12.06,-116,1,-0.984621808,-0.021544955,-1.003710685,-0.019088877,35,35
2,1,12.06,-116,2,-1.003710685,-0.019088877,-1.019320808,-0.015610122,35,35
2,1,12.06,-116,2,-1.019320808,-0.015610122,-1.031439667,-0.01211886,35,36
2,1,12.06,-116,2,-1.031439667,-0.01211886,-1.04006132,-0.008621653,36,36
2,1,12.06,-116,2,-1.04006132,-0.008621653,-1.045183546,-0.005122226,36,36
2,1,12.06,-116,2,-1.045183546,-0.005122226,-1.046805817,-0.001622271,36,37
2,1,12.06,-116,2,-1.046805817,-0.001622271,-1.04492809,0.001877727,37,37
2,1,12.06,-116,2,-1.04492809,0.001877727,-1.039550421,0.005377669,37,38
2,1,12.06,-116,2,-1.039550421,0.005377669,-1.030673409,0.008877011,38,38
2,1,12.06,-116,2,-1.030673409,0.008877011,-1.018299469,0.01237394,38,38
2,1,12.06,-116,2,-1.018299469,0.01237394,-1.002434918,0.015864551,38,39
2,1,12.06,-116,2,-1.002434918,0.015864551,-0.983092875,0.019342043,39,39
2,1,12.06,-116,2,-0.983092875,0.019342043,-0.96029692,0.022795955,39,39
2,1,12.06,-116,2,-0.96029692,0.022795955,-0.934085442,0.026211478,39,55
2,1,12.06,-116,2,-0.934085442,0.026211478,-0.904516524,0.029568918,55,55
2,1,12.06,-116,2,-0.904516524,0.029568918,-0.871673157,0.032843367,55,55
2,1,12.06,-116,2,-0.871673157,0.032843367,-0.835668454,0.036004703,55,71
2,1,12.06,-116,2,-0.835668454,0.036004703,-0.79665046,0.039017994,71,71
2,1,12.06,-116,2,-0.79665046,0.039017994,-0.754806043,0.041844417,71,71
2,1,12.06,-116,2,-0.754806043,0.041844417,-0.71036331,0.044442733,71,86
2,1,12.06,-116,2,-0.71036331,0.044442733,-0.66359199,0.04677132,86,87
2,1,12.06,-116,2,-0.66359199,0.04677132,-0.614801316,0.048790675,87,102
2,1,12.06,-116,2,-0.614801316,0.048790675,-0.564335125,0.050466191,102,102
2,1,12.06,-116,2,-0.564335125,0.050466191,-0.512564171,0.051770954,102,117
2,1,12.06,-116,2,-0.512564171,0.051770954,-0.459875961,0.052688209,117,117
2,1,12.06,-116,2,-0.459875961,0.052688209,-0.406662767,0.053213194,117,132
2,1,12.06,-116,2,-0.406662767,0.053213194,-0.353308715,0.053354052,132,132
2,1,12.06,-116,2,-0.353308715,0.053354052,-0.300177004,0.053131711,132,147
2,1,12.06,-116,2,-0.300177004,0.053131711,-0.247598278,0.052578726,147,162
2,1,12.06,-116,2,-0.247598278,0.052578726,-0.195861005,0.051737273,162,162
2,1,12.06,-116,2,-0.195861005,0.051737273,-0.145204439,0.050656566,162,177
2,1,12.06,-116,2,-0.145204439,0.050656566,-0.095814402,0.049390037,177,177
2,1,12.06,-116,2,-0.095814402,0.049390037,-0.047821794,0.047992608,177,192
2,1,12.06,-116,2,-0.047821794,0.047992608,-0.001303503,0.046518291,192,192
2,1,12.06,-116,2,-0.001303503,0.046518291,0.043714808,0.045018311,192,192
2,1,12.06,-116,2,0.043714808,0.045018311,0.087254586,0.043539778,192,206
2,1,12.06,-116,2,0.087254586,0.043539778,0.129379527,0.042124941,206,206
2,1,12.06,-116,2,0.129379527,0.042124941,0.17019043,0.040810903,206,221
2,1,12.06,-116,2,0.17019043,0.040810903,0.209820169,0.039629739,221,221
2,1,12.06,-116,2,0.209820169,0.039629739,0.248429045,0.038608876,221,221
2,1,12.06,-116,2,0.248429045,0.038608876,0.286200688,0.037771643,221,236
2,1,12.06,-116,2,0.286200688,0.037771643,0.32333859,0.037137902,236,236
2,1,12.06,-116,2,0.32333859,0.037137902,0.360063276,0.036724686,236,251
2,1,12.06,-116,2,0.360063276,0.036724686,0.39661006,0.036546784,251,251
2,1,12.06,-116,2,0.39661006,0.036546784,0.4332273,0.03661724,251,251
2,1,12.06,-116,2,0.4332273,0.03661724,0.470175027,0.036947727,251,266
2,1,12.06,-116,2,0.470175027,0.036947727,0.507723788,0.037548762,266,266
3,1,13.02,-125,2,-0.5,0,-0.499176843,0.000823157,112,112
3,1,13.02,-125,2,-0.499176843,0.000823157,-0.497536687,0.001640156,112,112
3,1,13.02,-125,1,-0.497536687,0.001640156,-0.496091797,0.00144489,112,112
3,1,13.02,-125,1,-0.496091797,0.00144489,-0.494852975,0.001238821,112,112
3,1,13.02,-125,1,-0.494852975,0.001238821,-0.49382948,0.001023495,112,112
3,1,13.02,-125,0,-0.49382948,0.001023495,-0.494028958,-0.000199478,112,112
3,1,13.02,-125,0,-0.494028958,-0.000199478,-0.495449919,-0.001420961,112,112
3,1,13.02,-125,0,-0.495449919,-0.001420961,-0.498081746,-0.002631826,112,112
3,1,13.02,-125,0,-0.498081746,-0.002631826,-0.501904763,-0.003823017,112,112
3,1,13.02,-125,1,-0.501904763,-0.003823017,-0.50589037,-0.003985608,112,112
3,1,13.02,-125,2,-0.50589037,-0.003985608,-0.509008728,-0.003118358,112,112
3,1,13.02,-125,2,-0.509008728,-0.003118358,-0.511236477,-0.002227749,112,112
3,1,13.02,-125,2,-0.511236477,-0.002227749,-0.512556922,-0.001320445,112,112
3,1,13.02,-125,2,-0.512556922,-0.001320445,-0.512960165,-0.000403243,112,112
3,1,13.02,-125,2,-0.512960165,-0.000403243,-0.512443184,0.000516981,112,112
3,1,13.02,-125,2,-0.512443184,0.000516981,-0.511009855,0.001433329,112,112
3,1,13.02,-125,2,-0.511009855,0.001433329,-0.50867092,0.002338935,112,112
3,1,13.02,-125,2,-0.50867092,0.002338935,-0.505443906,0.003227013,112,112
3,1,13.02,-125,2,-0.505443906,0.003227013,-0.501352987,0.004090919,112,112
3,1,13.02,-125,2,-0.501352987,0.004090919,-0.496428788,0.0049242,112,112
3,1,13.02,-125,2,-0.496428788,0.0049242,-0.490708137,0.00572065,112,113
3,1,13.02,-125,2,-0.490708137,0.00572065,-0.484233767,0.006474371,113,113
3,1,13.02,-125,2,-0.484233767,0.006474371,-0.477053948,0.007179819,113,113
3,1,13.02,-125,2,-0.477053948,0.007179819,-0.469222082,0.007831866,113,113
3,1,13.02,-125,2,-0.469222082,0.007831866,-0.460796235,0.008425847,113,113
3,1,13.02,-125,2,-0.460796235,0.008425847,-0.451838625,0.00895761,113,113
3,1,13.02,-125,2,-0.451838625,0.00895761,-0.442415069,0.009423556,113,128
3,1,13.02,-125,2,-0.442415069,0.009423556,-0.432594389,0.00982068,128,128
3,1,13.02,-125,2,-0.432594389,0.00982068,-0.422447795,0.010146595,128,128
3,1,13.02,-125,2,-0.422447795,0.010146595,-0.412048243,0.010399552,128,128
3,1,13.02,-125,2,-0.412048243,0.010399552,-0.401469792,0.010578451,128,128
3,1,13.02,-125,2,-0.401469792,0.010578451,-0.390786952,0.01068284,128,128
3,1,13.02,-125,2,-0.390786952,0.01068284,-0.380074054,0.010712898,128,128
3,1,13.02,-125,2,-0.380074054,0.010712898,-0.369404638,0.010669416,128,128
3,1,13.02,-125,2,-0.369404638,0.010669416,-0.358850873,0.010553765,128,128
3,1,13.02,-125,2,-0.358850873,0.010553765,-0.348483023,0.01036785,128,143
3,1,13.02,-125,2,-0.348483023,0.01036785,-0.338368957,0.010114066,143,143
3,1,13.02,-125,2,-0.338368957,0.010114066,-0.328573714,0.009795243,143,143
3,1,13.02,-125,2,-0.328573714,0.009795243,-0.319159125,0.009414588,143,143
3,1,13.02,-125,2,-0.319159125,0.009414588,-0.310183499,0.008975626,143,143
3,1,13.02,-125,2,-0.310183499,0.008975626,-0.301701354,0.008482145,143,143
